,owner,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact
915,genius coffee,Myanmar,mixed,,genius coffee estate,unspecified,"aung nay lin htun co., ltd",4000 ft,ywar ngan township,Genius Coffee Estate,1,1 kg,2015,"July 17th, 2015",Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,81.5,0.0,0,0.0,Green,4,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d
916,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,,several,5-545-0006,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,2014,"January 7th, 2015",Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,81.5,0.12,1,0.0,Green,2,"January 7th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
917,afca,Malawi,chinongo,,mzuzu coffee coop union,C18,mzuzu coffee planters coop union,1599m,mzuzu,Mzuzu Coffee Coop Union        ,15,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,81.5,0.12,0,0.0,Green,0,"November 4th, 2015",Africa Fine Coffee Association,78a435a6973d56b40414c7ae75a8b43e443e6e27,c4ab13415cdd69376a93780c0166e7b1a10481ea
918,juan luis alvarado romero,Guatemala,various,,las americas,11/951/388,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,250,69 kg,2014,"September 23rd, 2014",Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,81.5,0.12,0,0.0,Green,0,"September 23rd, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
919,"lin, che-hao krude 林哲豪",Taiwan,good mood coffee 馨晴咖啡        ,,good mood coffee 馨晴咖啡        ,Taiwan,"red on tree co., ltd.",900 m,natou county,HUANG MEI TAO 黃美桃        ,50,20 kg,2014,"August 18th, 2014",Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,81.5,0.11,0,0.0,Blue-Green,0,"August 18th, 2015",Specialty Coffee Association,d3ed2a8c1db69c87daef88f425dd0e8ef3216a39,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
920,jacques pereira carneiro,Brazil,pereira estate coffee,,carapina armazens gerais,002/135-2/0276,exportadora de cafés carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,2014,"July 29th, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,81.5,0.0,1,0.0,Green,1,"July 29th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
921,myriam kaplan-pasternak,Haiti,mixed,,coopacvod,,haiti coffee,400-1250m,"dondon, haiti",Mixed,300,4 lbs,2013,"May 5th, 2014",Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,81.5,0.11,0,0.0,Bluish-Green,0,"May 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
922,cqi taiwan icp cqi台灣合作夥伴,Taiwan,xu yuan zhang 徐源漳,,xu yuan zhang 徐源漳,,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30 kg,2013/2014,"December 26th, 2013",Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,81.5,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
923,alfredo bojalil,Mexico,nueva linda,,amsa tuxtla,2222,ecomtrading,1150,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,2013,"March 11th, 2013",Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,81.5,0.13,0,0.0,Green,2,"March 11th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
924,alfredo bojalil,Mexico,productor independiente guadalupe victoria,,amsa tuxtla,1506811628,ecomtrading,1600,amatenango de la frontera,JORGE HERNANDEZ MONTEJO,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,81.5,0.12,0,0.0,Green,5,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
925,jose luis munoz guerrero,Mexico,santa maria temaxcalapa,,santa maria temaxcalapa,0,,1100,temaxcalapa,ZENOBIO MARTINEZ CANO,30,1 kg,2012,"August 29th, 2012",Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,81.5,0.12,0,0.0,Green,10,"August 29th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
926,jose luis munoz guerrero,Mexico,canoa manzanillo,,canoa manzanillo,0,,1000,manzanillo,MANUEL DUARTE MUNGUIA,20,1 kg,2012,"August 1st, 2012",Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,81.5,0.11,0,0.0,Green,6,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
927,tomas edelmann blass,Mexico,hamburgo 7 arroyos,,finca hamburgo,1506546082,,1250,tapachula,TOMAS EDELMANN BLASS,50,80 kg,2012,"July 26th, 2012",Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,81.5,0.13,0,0.0,Green,5,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
928,maria de la paz aguilar guillen,Mexico,el romance azul,,"el romnace azul, rio verde",1302919531,,1100,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,15,1 kg,2012,"July 26th, 2012",Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,81.5,0.11,0,0.0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
929,specialty coffee association of indonesia,Indonesia,"ijen highland, east java",,pt. perkebunan nusantara xii,na,scai,1200-1600masl,ijen,PT. Perkebunan Nusantara XII,10,60 kg,2012,"May 24th, 2012",Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,81.5,0.12,0,0.0,Green,0,"May 24th, 2013",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a
930,jacques pereira carneiro,Brazil,sertao,,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.25,sul de minas,Nazareth Dias Pereira,300,1 kg,2012,"April 12th, 2012",Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,81.5,0.12,0,0.0,Blue-Green,2,"April 12th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d
931,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,,beneficio ixchel,11/23/0239,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,2012,"January 25th, 2012",Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,81.5,0.11,0,0.0,Green,1,"January 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
932,racafe & cia s.c.a,Colombia,,,,3-37-2759,,1050 - 1850,cauca,,250,70 kg,Abril - Julio,"September 7th, 2011",,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,81.5,0.06,1,0.0,,0,"September 6th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
933,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA 210689,,,kona,,16,1,,"June 29th, 2010",,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,81.5,0.0,0,0.0,,17,"June 29th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
934,cafes tomari sa de cv,Mexico,cafetal,016-1273-098,cafes tomari sa de cv,,cafes tomari sa de cv,1100,veracruz,Cafes tomari sa de cv,200,69 kg,2017,"May 12th, 2017",Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,81.42,0.12,1,5.0,Green,17,"May 12th, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386
935,juan luis alvarado romero,Guatemala,nueva granada,11/326/14,beneficio nueva granada,11/326/14,"agricola nueva granada, s.a.",4500,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,2016,"March 17th, 2016",Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,81.42,0.1,0,0.0,Green,0,"March 17th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
936,cafebras,Brazil,fazenda rio brilhante,,17/18,002/1495/0134,cafebras comercio de cafés do brasil sa,1100,cerrado,INACIO URBAN,300,60 kg,2015/2016,"December 3rd, 2015",Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,81.42,0.11,0,0.0,Green,2,"December 2nd, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
937,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-204,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,2015,"May 12th, 2015",Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,81.42,0.12,0,0.0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
938,cqi taiwan icp cqi台灣合作夥伴,Taiwan,山彎有機咖啡農場,,三彎農會,Taiwan台灣,宸嶧國際,110公尺,苗栗三灣,謝文品,10,60 kg,2014,"November 23rd, 2014",Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,81.42,0.12,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
939,afca,Malawi,chimpumba,,mzuzu coffee coop union,C15,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,12,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,81.42,0.12,0,0.0,Bluish-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
940,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,2014/2015,"October 17th, 2014",Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,81.42,0.0,0,0.0,Green,0,"October 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
941,juan luis alvarado romero,Guatemala,santo tomas pachuj,,humedo: finca santo tomas pachuj y seco: beneficio palinsa,11/752/02,cafcom,1550 mts.,"san lucas toliman, solola","PACHUJ, S. A.",250,69 kg,2014,"May 26th, 2014",Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,81.42,0.1,0,0.0,Green,6,"May 26th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
942,kurt kappeli,Mexico,various,,cafe gourmet de sierra azul sc,0016-2814-0001,globus coffee,1550 meter,siltepec el triunfo,various small producers,280,2 kg,2014,"May 1st, 2014",Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,81.42,0.0,1,0.0,Green,1,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
943,dane loraas,Peru,,,,030-0218-2662,sustainable harvest,,puno,,280,5 lbs,2013,"February 27th, 2014",,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,81.42,0.1,1,0.0,Bluish-Green,5,"February 27th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
944,juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,11/9772/3,"unex guatemala, s.a.",4300,oriente,OTTO BECKER,250,69 kg,2013,"October 7th, 2013",Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,81.42,0.12,0,0.0,Green,4,"October 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
945,saul m. hernandez ramirez,Mexico,palantla,,"en chiatipan, municipio de huazalingo",1702771645,,763,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",10,1 kg,2012,"September 27th, 2012",Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,81.42,0.13,1,0.0,None,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
946,grupo cafetalero los brujos spr de rl,Mexico,los brujos,,,F30002939,grupo cafetalero los brujos,1100,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,81.42,0.13,0,0.0,,1,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
947,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0027,exportadora de cafe condor s.a,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,250,70 kg,2011,"November 11th, 2011",Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,81.42,0.11,0,0.0,Green,0,"November 10th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
948,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0130,,1880 msnm,cauca,,250,70 kg,4T72010,"February 22nd, 2011",,,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,81.42,0.16,0,0.0,,2,"February 22nd, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
949,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona pacific farmers cooperative,HDOA 210520,,,kona,,27,0 lbs,,"May 24th, 2010",Peaberry,,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,81.42,0.01,0,0.0,,10,"May 24th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
950,racafe & cia s.c.a,Colombia,,3-37-0059,bachue,3-37-0059,racafe & cia s.c.a,,huila,La Plata,230,70 kg,2016,"November 8th, 2016",Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,81.33,0.0,0,0.0,,0,"November 8th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
951,bismarck castro,Honduras,las cuchillas,149,dry mill,13-111-084,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69 kg,2016 / 2017,"June 9th, 2016",Caturra,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,81.33,0.11,0,2.0,Bluish-Green,3,"June 9th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
952,angel oscar medina rodriguez,Mexico,,1,ac la laja sa de cv,,ac la laja sa de cv,1130,veracruz,Juan Hermilo Sampieri,220,69 kg,2016,"February 25th, 2016",,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,81.33,0.12,0,2.0,Green,0,"February 24th, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386
953,cafebras,Brazil,fazenda sacramento,,17/18,002/1495/0134,cafebras comercio de cafés do brasil sa,1100,cerrado,NELSON AZEVEDO FRANÇA,300,60 kg,2015/2016,"November 20th, 2015",Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,81.33,0.11,0,0.0,Green,14,"November 19th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
954,cadexsa,Honduras,bethel,,cadexsa,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,2015,"May 22nd, 2015",Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,81.33,0.09,0,0.0,Green,4,"May 21st, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
955,jacques pereira carneiro,Brazil,sertao farm,,carapina,002/135-2/0076,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,2014/2015,"December 16th, 2014",Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,81.33,0.12,0,0.0,Green,6,"December 16th, 2015",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
956,victoria,Philippines,bacofa,,green beans,123/300/01,s3v international importing,1400 masl,"davao city, region 11","COFFEE FOR PEACE,INC.",2,2 kg,2014,"November 13th, 2014",Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,81.33,0.14,0,0.0,Green,3,"November 13th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
957,afca,Malawi,usingini farm,,mzuzu coffee coop union,C19,mzuzu coffee planters coop union,1200m,mzuzu,Mzuzu Coffee Coop Union,31,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,81.33,0.13,0,0.0,Green,1,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
958,mayra yessenia torres,Honduras,el cerron,,olam honduras,13-01-0556,"olam honduras, s.a.",1450 msnm,san marcos,Nelson Melgar Melgar,275,1 kg,2014,"January 22nd, 2014",Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,81.33,0.12,0,0.0,Green,3,"January 22nd, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
959,julio perez hernandez,Mexico,,,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,81.33,0.13,4,0.0,Green,13,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
960,hector gabriel barreda nader,Mexico,cruz verde,,cruz verde,0,,1000,veracruz,HECTOR GABRIEL BARREDA NADER,70,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,81.33,0.12,0,0.0,None,4,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
961,klem organics,Brazil,fazendas klem ltda,KLEM-C08        ,dry mill,002/1566/0003        ,klem organics coffee,1100,matas de minas        ,NAGIPE VIANA KLEM       ,42,5 kg,,"November 15th, 2017
",Catuai,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,81.33,0.11,0,0.0,Green,0,"November 15th, 2018
",Specialty Coffee Association,d3ed2a8c1db69c87daef88f425dd0e8ef3216a39,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
962,"lin, che-hao krude 林哲豪",Taiwan,jing jing café 晶晶坊青山咖啡教室,2016NA Lot001,jing jing café 晶晶坊青山咖啡教室,Taiwan,taiwan coffee laboratory,680,"dongshan dist., tainan city 台南市東山區",Hu Guei Jing 胡桂青,20,50 kg,2015,"May 18th, 2016",Typica,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,81.25,0.12,0,0.0,Green,0,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
963,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,81.25,0.0,0,0.0,Green,1,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
964,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,,san carlos,017/001/1214,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,275,69 kg,2015,"July 6th, 2015",Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,81.25,0.1,0,0.0,Green,4,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f
965,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-301,cadexsa,1400 msn,marcala,JOSE OMAR ACOSTA,275,1 kg,2015,"May 12th, 2015",Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,81.25,0.12,0,0.0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
966,essencecoffee,Guatemala,el injerto s.a.,,el injerto s.a.,11999144,essence coffee,1700m,huehuetenango,El Injerto S.A.,36,55 lbs,2014,"March 21st, 2015",Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,81.25,0.09,0,0.0,Bluish-Green,2,"March 20th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
967,shangrilla estate ltd,"Tanzania, United Republic Of",shangrilla estate,,shangrilla estate ltd,C38,shangrilla estate ltd,1700,karatu ngorogoro,Shangrilla Estate,100,60 kg,2014,"December 17th, 2014",Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,81.25,0.13,0,0.0,Green,5,"December 17th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
968,cqi taiwan icp cqi台灣合作夥伴,Taiwan,jia jia coffee 佳佳咖啡莊,,jia jia coffee 佳佳咖啡莊,,blossom valley宸嶧國際,650 m,nantou,Liu ying wu 劉穎悟,10,30 kg,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,81.25,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
969,juan luis alvarado romero,Guatemala,finca medina,,beneficio 2000,11/11711/08,"siembras vision, s.a.",5000 f,"sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,69 kg,2013,"March 4th, 2013",Caturra,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,81.25,0.11,0,0.0,Green,4,"March 4th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
970,alfredo bojalil,Mexico,finca chanjul,,agroindustrias unidas de mexico,1507169991,ecomtrading,1500,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,81.25,0.12,0,0.0,Green,1,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
